sessions_id,user_id,transactions_id,payment_method_id,total_amount,transactions_timestamps,status
51605,4656,11323,1,187000,2021-03-20 04:59:31.000000 UTC,canceled
56954,2355,12667,1,187000,2021-04-25 11:40:15.000000 UTC,completed
63336,6041,14166,1,187000,2021-06-26 21:33:52.000000 UTC,completed
109328,1144,20796,1,187000,2022-01-09 14:28:05.000000 UTC,completed
116995,6324,22566,1,187000,2022-01-28 08:56:56.000000 UTC,completed
119252,1690,23146,1,187000,2022-02-02 13:30:42.000000 UTC,canceled
134043,8497,26463,1,187000,2022-03-06 01:20:43.000000 UTC,canceled
141991,2729,28238,1,187000,2022-03-22 18:04:39.000000 UTC,completed
150274,5056,29976,1,187000,2022-04-30 13:01:44.000000 UTC,completed
150422,4662,30012,1,187000,2022-05-01 09:07:02.000000 UTC,completed
158876,8285,31594,1,187000,2022-06-28 06:40:25.000000 UTC,canceled
177758,6170,33769,1,187000,2022-08-31 17:39:59.000000 UTC,completed
12550,1205,2711,1,123000,2020-06-30 06:25:55.000000 UTC,completed
19982,1017,4108,1,123000,2020-09-14 14:39:28.000000 UTC,completed
29784,1791,5948,1,123000,2020-12-02 12:01:07.000000 UTC,completed
45994,2177,9862,1,123000,2021-02-24 21:44:52.000000 UTC,canceled
51186,2675,11223,1,123000,2021-03-18 07:29:21.000000 UTC,completed
90808,3599,18085,1,123000,2021-11-01 20:00:27.000000 UTC,canceled
93553,6504,18472,1,123000,2021-11-13 17:27:40.000000 UTC,canceled
107281,2026,20344,1,123000,2022-01-04 18:52:56.000000 UTC,completed
108720,3920,20672,1,123000,2022-01-08 11:38:12.000000 UTC,completed
108976,2234,20725,1,123000,2022-01-08 23:42:00.000000 UTC,completed
114381,6232,21950,1,123000,2022-01-22 02:40:57.000000 UTC,completed
121698,5994,23693,1,123000,2022-02-07 06:54:11.000000 UTC,completed
143966,4701,28678,1,123000,2022-03-27 09:09:44.000000 UTC,completed
144119,8185,28703,1,123000,2022-03-27 11:47:02.000000 UTC,canceled
17715,721,3649,1,59000,2020-08-24 07:06:55.000000 UTC,completed
44073,1910,9383,1,59000,2021-02-16 18:57:12.000000 UTC,completed
49941,4133,10905,1,59000,2021-03-13 10:06:18.000000 UTC,completed
54633,5268,12119,1,59000,2021-04-02 12:01:29.000000 UTC,canceled
57295,5408,12756,1,59000,2021-04-28 09:25:19.000000 UTC,completed
117176,6078,22604,1,59000,2022-01-28 19:44:49.000000 UTC,completed
117458,768,22670,1,59000,2022-01-29 11:15:46.000000 UTC,canceled
121211,1360,23586,1,59000,2022-02-06 13:14:39.000000 UTC,canceled
153674,2715,30640,1,59000,2022-05-24 09:32:12.000000 UTC,completed
125193,4696,24482,1,69500,2022-02-14 11:41:13.000000 UTC,completed
208638,11008,37139,1,69500,2022-12-12 09:03:22.000000 UTC,completed
62491,6269,13974,1,101500,2021-06-19 10:28:59.000000 UTC,completed
50957,605,11157,1,37500,2021-03-16 22:21:12.000000 UTC,canceled
123670,5696,24128,1,37500,2022-02-12 05:41:45.000000 UTC,canceled
102012,1883,19546,1,272000,2021-12-17 19:32:42.000000 UTC,completed
146255,879,29160,1,272000,2022-04-02 20:42:15.000000 UTC,completed
187715,6349,34886,1,272000,2022-10-02 06:45:03.000000 UTC,completed
190171,8881,35162,1,272000,2022-10-11 03:41:09.000000 UTC,canceled
1763,227,314,1,208000,2020-02-25 13:09:24.000000 UTC,completed
2349,100,426,1,208000,2020-03-07 20:02:21.000000 UTC,canceled
25257,1706,5097,1,208000,2020-10-28 20:03:25.000000 UTC,completed
32394,802,6446,1,208000,2020-12-20 11:46:48.000000 UTC,completed
38154,2186,7806,1,208000,2021-01-21 18:09:17.000000 UTC,completed
62793,2159,14051,1,208000,2021-06-21 04:41:33.000000 UTC,completed
110295,2594,21010,1,208000,2022-01-12 00:58:27.000000 UTC,completed
115276,2375,22168,1,208000,2022-01-23 18:18:51.000000 UTC,completed
130536,171,25656,1,208000,2022-02-26 07:53:05.000000 UTC,completed
135898,2597,26875,1,208000,2022-03-09 21:01:55.000000 UTC,completed
144095,2176,28700,1,208000,2022-03-27 11:42:48.000000 UTC,completed
1168,15,209,1,144000,2020-02-10 18:37:55.000000 UTC,completed
1357,416,237,1,144000,2020-02-16 04:47:09.000000 UTC,completed
4100,7,715,1,144000,2020-04-04 09:08:51.000000 UTC,completed
6039,1178,1167,1,144000,2020-04-27 18:04:03.000000 UTC,completed
6389,359,1259,1,144000,2020-05-03 01:54:47.000000 UTC,completed
8200,1349,1719,1,144000,2020-05-21 21:09:14.000000 UTC,completed
18271,1527,3756,1,144000,2020-08-30 09:51:35.000000 UTC,completed
47528,3876,10265,1,144000,2021-03-03 03:04:40.000000 UTC,completed
52623,1033,11611,1,144000,2021-03-23 12:34:10.000000 UTC,canceled
58093,958,12935,1,144000,2021-05-06 22:05:01.000000 UTC,completed
76675,5834,16107,1,144000,2021-08-31 07:55:41.000000 UTC,completed
109977,3035,20941,1,144000,2022-01-11 05:35:52.000000 UTC,completed
119795,2646,23266,1,144000,2022-02-03 22:05:39.000000 UTC,completed
133447,5639,26328,1,144000,2022-03-04 21:47:38.000000 UTC,canceled
143928,757,28662,1,144000,2022-03-27 08:22:56.000000 UTC,completed
155881,9171,31043,1,144000,2022-06-09 04:20:48.000000 UTC,canceled
187181,3333,34826,1,144000,2022-09-30 16:17:18.000000 UTC,completed
286,122,55,1,80000,2020-01-05 12:00:58.000000 UTC,completed
10135,1595,2163,1,80000,2020-06-10 08:07:47.000000 UTC,completed
20794,2962,4248,1,80000,2020-09-22 04:53:01.000000 UTC,completed
23333,587,4720,1,80000,2020-10-13 12:20:51.000000 UTC,completed
37819,3952,7726,1,80000,2021-01-19 21:05:32.000000 UTC,completed
42322,4693,8929,1,80000,2021-02-09 17:16:47.000000 UTC,completed
54613,5236,12116,1,80000,2021-04-02 06:05:28.000000 UTC,canceled
67002,4726,14712,1,80000,2021-07-17 01:46:54.000000 UTC,canceled
135761,6071,26849,1,80000,2022-03-09 12:41:39.000000 UTC,completed
139368,6687,27666,1,80000,2022-03-17 14:10:47.000000 UTC,canceled
147360,8410,29381,1,80000,2022-04-10 09:48:57.000000 UTC,completed
147960,9142,29494,1,80000,2022-04-14 07:09:28.000000 UTC,canceled
39539,4024,8174,1,304000,2021-01-28 17:49:31.000000 UTC,canceled
65592,5568,14544,1,304000,2021-07-10 09:57:28.000000 UTC,completed
169052,9329,32801,1,304000,2022-08-04 05:02:59.000000 UTC,canceled
191076,7526,35269,1,304000,2022-10-14 19:07:48.000000 UTC,canceled
196576,6086,35871,1,304000,2022-11-03 07:45:58.000000 UTC,completed
12966,2018,2798,1,240000,2020-07-05 08:41:15.000000 UTC,canceled
39045,3937,8036,1,240000,2021-01-25 23:25:36.000000 UTC,completed
94113,4629,18553,1,240000,2021-11-14 20:45:38.000000 UTC,completed
115054,4791,22118,1,240000,2022-01-23 12:09:44.000000 UTC,completed
136080,1264,26919,1,240000,2022-03-10 12:36:57.000000 UTC,canceled
156554,6356,31158,1,240000,2022-06-12 17:41:13.000000 UTC,completed
158550,3827,31530,1,240000,2022-06-26 09:39:43.000000 UTC,completed
166171,3308,32452,1,240000,2022-07-24 12:38:13.000000 UTC,completed
211528,9695,37453,1,240000,2022-12-22 22:01:27.000000 UTC,canceled
32377,191,6442,1,176000,2020-12-20 11:22:30.000000 UTC,completed
33207,2985,6580,1,176000,2020-12-26 19:13:40.000000 UTC,completed
34241,829,6805,1,176000,2021-01-02 18:20:26.000000 UTC,completed
92796,2523,18355,1,176000,2021-11-10 11:55:36.000000 UTC,completed
105073,5499,19899,1,176000,2021-12-28 15:41:31.000000 UTC,completed
121360,8047,23617,1,176000,2022-02-06 16:22:05.000000 UTC,completed
128105,7892,25130,1,176000,2022-02-20 14:05:31.000000 UTC,canceled
128787,1144,25272,1,176000,2022-02-21 21:18:30.000000 UTC,completed
137700,7326,27277,1,176000,2022-03-13 11:38:36.000000 UTC,canceled
4239,979,756,1,112000,2020-04-05 11:55:10.000000 UTC,canceled
15564,2320,3263,1,112000,2020-08-02 04:14:28.000000 UTC,completed
20108,2799,4130,1,112000,2020-09-16 01:21:29.000000 UTC,completed
39039,331,8032,1,112000,2021-01-25 21:39:52.000000 UTC,canceled
60955,4718,13607,1,112000,2021-06-05 11:37:21.000000 UTC,completed
63384,6217,14183,1,112000,2021-06-27 07:04:05.000000 UTC,canceled
66481,4083,14647,1,112000,2021-07-13 16:29:06.000000 UTC,completed
105479,8277,19970,1,112000,2021-12-31 01:38:33.000000 UTC,completed
135063,3103,26706,1,112000,2022-03-07 12:34:18.000000 UTC,completed
139357,8892,27664,1,112000,2022-03-17 13:19:49.000000 UTC,canceled
166298,10359,32460,1,112000,2022-07-24 16:29:06.000000 UTC,canceled
178547,10114,33857,1,112000,2022-09-03 18:33:52.000000 UTC,completed
22337,1562,4541,1,48000,2020-10-05 05:33:38.000000 UTC,completed
43302,540,9183,1,48000,2021-02-13 22:33:10.000000 UTC,canceled
56052,5526,12458,1,48000,2021-04-17 08:41:56.000000 UTC,completed
59023,5601,13176,1,48000,2021-05-16 07:39:00.000000 UTC,completed
74390,6716,15780,1,48000,2021-08-21 13:01:31.000000 UTC,completed
97692,6788,19041,1,48000,2021-11-29 00:41:33.000000 UTC,canceled
119278,8548,23151,1,48000,2022-02-02 14:12:10.000000 UTC,completed
125037,4300,24443,1,48000,2022-02-14 03:44:39.000000 UTC,completed
131825,3212,25979,1,48000,2022-02-28 06:17:18.000000 UTC,completed
152111,6915,30330,1,48000,2022-05-13 19:18:21.000000 UTC,completed
186059,2723,34707,1,48000,2022-09-25 21:59:30.000000 UTC,canceled
193588,6652,35555,1,48000,2022-10-23 07:11:41.000000 UTC,canceled
202863,3074,36509,1,48000,2022-11-23 19:04:47.000000 UTC,completed
78176,776,16313,1,282500,2021-09-06 18:43:48.000000 UTC,canceled
94479,6185,18598,1,282500,2021-11-17 05:46:47.000000 UTC,canceled
47843,4927,10356,1,154500,2021-03-04 18:35:51.000000 UTC,completed
32859,3817,6524,1,250500,2020-12-24 06:31:29.000000 UTC,completed
21727,2849,4420,1,197000,2020-10-01 00:14:09.000000 UTC,completed
30917,2810,6176,1,197000,2020-12-10 23:14:28.000000 UTC,completed
33415,3234,6619,1,197000,2020-12-27 15:28:50.000000 UTC,completed
34272,3164,6816,1,197000,2021-01-02 23:59:26.000000 UTC,completed
34597,4210,6899,1,197000,2021-01-03 21:21:44.000000 UTC,canceled
41956,3346,8840,1,197000,2021-02-07 20:08:54.000000 UTC,completed
42123,3252,8878,1,197000,2021-02-08 16:05:42.000000 UTC,completed
42298,2627,8921,1,197000,2021-02-09 13:20:54.000000 UTC,completed
49215,1215,10726,1,197000,2021-03-09 20:10:34.000000 UTC,completed
53192,4028,11756,1,197000,2021-03-26 12:02:45.000000 UTC,completed
54546,5240,12100,1,197000,2021-04-01 07:05:37.000000 UTC,completed
114114,6141,21886,1,197000,2022-01-21 11:36:02.000000 UTC,canceled
172745,5852,33211,1,197000,2022-08-14 19:08:47.000000 UTC,completed
1534,158,271,1,133000,2020-02-20 08:30:44.000000 UTC,completed
35117,3845,7029,1,133000,2021-01-06 18:37:02.000000 UTC,completed
35610,3775,7157,1,133000,2021-01-09 07:01:02.000000 UTC,completed
39937,2749,8279,1,133000,2021-01-30 17:42:47.000000 UTC,completed
42588,2461,8994,1,133000,2021-02-10 23:14:24.000000 UTC,completed
43243,3540,9168,1,133000,2021-02-13 17:26:08.000000 UTC,completed
45077,4454,9637,1,133000,2021-02-21 06:38:05.000000 UTC,completed
47947,1184,10380,1,133000,2021-03-05 05:51:29.000000 UTC,completed
65072,211,14462,1,133000,2021-07-07 02:45:24.000000 UTC,canceled
144953,2700,28892,1,133000,2022-03-28 20:44:21.000000 UTC,completed
160685,5667,31828,1,133000,2022-07-05 21:31:16.000000 UTC,canceled
33954,3170,6725,1,69000,2021-01-01 08:03:35.000000 UTC,completed
103689,5806,19739,1,69000,2021-12-23 23:18:34.000000 UTC,canceled
122782,3781,23934,1,69000,2022-02-09 23:46:38.000000 UTC,completed
150170,1358,29954,1,69000,2022-04-29 19:30:45.000000 UTC,completed
167326,1488,32587,1,69000,2022-07-28 19:02:51.000000 UTC,completed
28909,3530,5785,1,293000,2020-11-25 19:03:57.000000 UTC,completed
107994,6381,20510,1,293000,2022-01-06 13:09:39.000000 UTC,completed
9475,555,1993,1,229000,2020-06-04 18:28:22.000000 UTC,canceled
10483,1697,2251,1,229000,2020-06-13 10:31:03.000000 UTC,completed
21467,1638,4374,1,229000,2020-09-27 20:45:13.000000 UTC,completed
34700,2685,6927,1,229000,2021-01-04 14:35:19.000000 UTC,completed
55977,5313,12438,1,229000,2021-04-16 07:14:04.000000 UTC,canceled
92268,7356,18285,1,229000,2021-11-07 15:45:51.000000 UTC,completed
103573,3769,19722,1,229000,2021-12-23 09:33:19.000000 UTC,completed
114296,5899,21932,1,229000,2022-01-21 20:26:25.000000 UTC,canceled
121582,3753,23670,1,229000,2022-02-07 00:04:57.000000 UTC,completed
130422,2262,25627,1,229000,2022-02-26 01:56:22.000000 UTC,completed
133673,7807,26373,1,229000,2022-03-05 10:48:27.000000 UTC,canceled
134794,5129,26635,1,229000,2022-03-06 20:49:07.000000 UTC,canceled
137377,5822,27203,1,229000,2022-03-13 02:15:51.000000 UTC,canceled
171172,9310,33032,1,229000,2022-08-10 19:54:44.000000 UTC,canceled
7643,68,1570,1,165000,2020-05-16 06:53:19.000000 UTC,completed
9727,702,2054,1,165000,2020-06-07 02:01:23.000000 UTC,canceled
10698,515,2305,1,165000,2020-06-14 13:47:50.000000 UTC,completed
11137,1205,2399,1,165000,2020-06-18 21:43:36.000000 UTC,completed
15103,1595,3169,1,165000,2020-07-27 08:28:55.000000 UTC,completed
22714,2598,4607,1,165000,2020-10-09 03:30:20.000000 UTC,canceled
39756,3392,8229,1,165000,2021-01-29 21:43:40.000000 UTC,completed
44569,4556,9495,1,165000,2021-02-19 07:05:47.000000 UTC,completed
52301,3120,11536,1,165000,2021-03-21 21:11:05.000000 UTC,canceled
67423,2210,14760,1,165000,2021-07-18 10:09:26.000000 UTC,canceled
110609,6277,21086,1,165000,2022-01-12 20:43:41.000000 UTC,canceled
117820,7333,22760,1,165000,2022-01-30 05:43:21.000000 UTC,canceled
118256,1893,22886,1,165000,2022-01-30 19:07:37.000000 UTC,completed
121967,7745,23744,1,165000,2022-02-07 21:31:05.000000 UTC,completed
141005,2093,28021,1,165000,2022-03-20 14:16:06.000000 UTC,completed
145712,7549,29051,1,165000,2022-03-31 00:10:46.000000 UTC,completed
206213,7222,36883,1,165000,2022-12-04 15:22:46.000000 UTC,canceled
9587,1682,2024,1,101000,2020-06-05 20:41:49.000000 UTC,completed
10482,1785,2252,1,101000,2020-06-13 10:42:07.000000 UTC,completed
38400,4309,7859,1,101000,2021-01-23 09:13:22.000000 UTC,completed
43647,1417,9277,1,101000,2021-02-14 18:01:43.000000 UTC,canceled
46756,3954,10067,1,101000,2021-02-28 03:21:13.000000 UTC,canceled
79471,7214,16502,1,101000,2021-09-12 14:22:24.000000 UTC,canceled
113473,3093,21749,1,101000,2022-01-19 19:55:01.000000 UTC,completed
123377,6588,24054,1,101000,2022-02-11 12:41:02.000000 UTC,completed
203697,4401,36608,1,101000,2022-11-26 17:38:05.000000 UTC,canceled
2044,530,363,1,37000,2020-03-02 12:24:24.000000 UTC,completed
124890,1396,24405,1,37000,2022-02-13 19:10:16.000000 UTC,canceled
84354,5529,17178,1,261000,2021-10-03 15:14:18.000000 UTC,completed
110938,3952,21156,1,261000,2022-01-13 20:20:43.000000 UTC,completed
120444,8716,23401,1,261000,2022-02-05 10:36:53.000000 UTC,canceled
179260,857,33918,1,261000,2022-09-04 20:05:16.000000 UTC,completed
199764,9612,36206,1,261000,2022-11-13 10:34:16.000000 UTC,canceled
200758,6302,36315,1,261000,2022-11-17 05:17:34.000000 UTC,canceled
118799,8246,23029,1,143500,2022-02-01 09:14:28.000000 UTC,canceled
190866,6576,35246,1,79500,2022-10-13 20:33:20.000000 UTC,completed
98735,8076,19174,1,175500,2021-12-04 15:43:31.000000 UTC,canceled
2442,649,447,1,282000,2020-03-08 16:31:36.000000 UTC,canceled
79658,7077,16523,1,282000,2021-09-13 00:13:15.000000 UTC,canceled
115585,7600,22239,1,282000,2022-01-24 17:33:03.000000 UTC,completed
131820,8683,25978,1,282000,2022-02-28 06:11:10.000000 UTC,canceled
158959,9447,31605,1,282000,2022-06-28 20:11:20.000000 UTC,canceled
15634,1105,3280,1,218000,2020-08-02 14:07:16.000000 UTC,canceled
37062,2501,7523,1,218000,2021-01-16 10:22:22.000000 UTC,completed
38596,4319,7923,1,218000,2021-01-24 05:39:04.000000 UTC,completed
40891,3807,8550,1,218000,2021-02-04 04:46:28.000000 UTC,completed
50129,1389,10960,1,218000,2021-03-13 23:10:13.000000 UTC,completed
58192,5799,12962,1,218000,2021-05-08 05:43:41.000000 UTC,canceled
62542,3365,13987,1,218000,2021-06-19 15:22:28.000000 UTC,completed
65812,1340,14573,1,218000,2021-07-11 04:48:13.000000 UTC,completed
134073,1552,26472,1,218000,2022-03-06 04:06:56.000000 UTC,completed
158840,10086,31586,1,218000,2022-06-27 21:40:35.000000 UTC,canceled
8244,598,1725,1,154000,2020-05-22 10:31:44.000000 UTC,completed
23106,3236,4680,1,154000,2020-10-11 15:28:50.000000 UTC,canceled
29171,2925,5829,1,154000,2020-11-28 03:14:23.000000 UTC,completed
43402,661,9202,1,154000,2021-02-14 07:47:20.000000 UTC,completed
46933,4326,10123,1,154000,2021-02-28 13:04:15.000000 UTC,completed
83059,1644,17004,1,154000,2021-09-27 07:07:33.000000 UTC,completed
89937,1314,17966,1,154000,2021-10-29 18:40:45.000000 UTC,completed
107501,1087,20395,1,154000,2022-01-05 06:29:31.000000 UTC,completed
113043,6969,21659,1,154000,2022-01-18 17:42:34.000000 UTC,completed
120081,8700,23319,1,154000,2022-02-04 17:16:26.000000 UTC,canceled
121191,5745,23577,1,154000,2022-02-06 12:43:43.000000 UTC,completed
134192,7885,26500,1,154000,2022-03-06 07:56:07.000000 UTC,canceled
136861,6573,27089,1,154000,2022-03-12 08:42:57.000000 UTC,canceled
141065,8902,28035,1,154000,2022-03-20 15:37:07.000000 UTC,canceled
146270,5597,29162,1,154000,2022-04-03 00:34:28.000000 UTC,canceled
148862,3573,29698,1,154000,2022-04-20 20:17:13.000000 UTC,completed
181031,2859,34128,1,154000,2022-09-11 06:22:22.000000 UTC,completed
185454,3364,34637,1,154000,2022-09-25 06:10:11.000000 UTC,canceled
195277,7299,35729,1,154000,2022-10-29 13:18:51.000000 UTC,canceled
203676,9819,36607,1,154000,2022-11-26 16:27:53.000000 UTC,canceled
7162,29,1453,1,90000,2020-05-10 14:27:11.000000 UTC,completed
11015,1827,2375,1,90000,2020-06-17 18:54:49.000000 UTC,completed
17275,1347,3563,1,90000,2020-08-20 07:52:47.000000 UTC,completed
36884,275,7470,1,90000,2021-01-15 05:38:03.000000 UTC,completed
40142,2705,8335,1,90000,2021-01-31 12:58:40.000000 UTC,completed
48533,2264,10537,1,90000,2021-03-07 06:09:39.000000 UTC,completed
51974,1841,11436,1,90000,2021-03-21 07:46:20.000000 UTC,completed
56988,3977,12681,1,90000,2021-04-25 13:56:46.000000 UTC,completed
59214,3967,13217,1,90000,2021-05-17 17:48:52.000000 UTC,canceled
85443,6412,17328,1,90000,2021-10-09 09:11:57.000000 UTC,completed
88404,7431,17734,1,90000,2021-10-22 20:11:34.000000 UTC,completed
93342,4698,18438,1,90000,2021-11-13 07:49:55.000000 UTC,completed
112082,6201,21439,1,90000,2022-01-16 10:17:08.000000 UTC,completed
122488,8687,23855,1,90000,2022-02-09 05:52:43.000000 UTC,canceled
134741,4344,26618,1,90000,2022-03-06 19:20:24.000000 UTC,completed
134770,7880,26630,1,90000,2022-03-06 20:19:57.000000 UTC,canceled
152249,3506,30360,1,90000,2022-05-14 13:27:55.000000 UTC,completed
188317,4356,34957,1,90000,2022-10-04 04:48:07.000000 UTC,completed
9947,897,2116,1,26000,2020-06-08 05:42:58.000000 UTC,completed
17488,2002,3611,1,26000,2020-08-22 14:53:32.000000 UTC,completed
117887,458,22779,1,26000,2022-01-30 08:23:30.000000 UTC,completed
146868,9061,29283,1,26000,2022-04-06 11:47:27.000000 UTC,completed
150560,9569,30040,1,26000,2022-05-01 20:10:33.000000 UTC,completed
152880,6297,30485,1,26000,2022-05-18 18:54:50.000000 UTC,completed
186451,5355,34744,1,26000,2022-09-27 11:50:16.000000 UTC,completed
195313,8460,35734,1,26000,2022-10-29 14:53:07.000000 UTC,completed
211021,10977,37398,1,26000,2022-12-20 16:42:11.000000 UTC,completed
150221,87,29967,1,314000,2022-04-30 07:37:09.000000 UTC,completed
173226,6021,33267,1,314000,2022-08-16 22:17:17.000000 UTC,canceled
4164,954,738,1,250000,2020-04-04 19:33:24.000000 UTC,completed
33762,3236,6677,1,250000,2020-12-30 13:08:11.000000 UTC,completed
40033,1903,8303,1,250000,2021-01-31 08:39:33.000000 UTC,completed
48662,5017,10573,1,250000,2021-03-07 12:05:29.000000 UTC,completed
57285,4149,12753,1,250000,2021-04-28 05:41:09.000000 UTC,completed
68712,5598,14962,1,250000,2021-07-25 01:20:27.000000 UTC,completed
105117,8272,19904,1,250000,2021-12-28 19:29:40.000000 UTC,completed
107256,1934,20338,1,250000,2022-01-04 18:01:40.000000 UTC,canceled
11932,847,2584,1,186000,2020-06-25 18:04:19.000000 UTC,completed
19057,797,3911,1,186000,2020-09-06 15:04:28.000000 UTC,completed
35158,3367,7040,1,186000,2021-01-06 21:43:07.000000 UTC,canceled
41000,943,8580,1,186000,2021-02-04 19:33:52.000000 UTC,completed
51829,3961,11396,1,186000,2021-03-20 20:16:50.000000 UTC,completed
55891,2834,12418,1,186000,2021-04-14 22:27:26.000000 UTC,completed
64735,6027,14404,1,186000,2021-07-05 03:27:18.000000 UTC,completed
100200,5677,19326,1,186000,2021-12-10 08:08:34.000000 UTC,canceled
125997,6967,24654,1,186000,2022-02-16 12:12:26.000000 UTC,completed
152604,4930,30427,1,186000,2022-05-16 09:39:39.000000 UTC,completed
8070,422,1680,1,122000,2020-05-20 07:21:32.000000 UTC,completed
20253,653,4157,1,122000,2020-09-17 20:21:59.000000 UTC,completed
26060,1602,5246,1,122000,2020-11-04 14:38:25.000000 UTC,completed
30540,1623,6095,1,122000,2020-12-07 07:10:09.000000 UTC,completed
32101,4059,6392,1,122000,2020-12-19 04:41:20.000000 UTC,completed
32333,2573,6430,1,122000,2020-12-20 08:56:09.000000 UTC,completed
39444,1898,8144,1,122000,2021-01-28 04:49:26.000000 UTC,completed
48625,4059,10560,1,122000,2021-03-07 10:44:24.000000 UTC,completed
53721,1379,11899,1,122000,2021-03-28 10:02:38.000000 UTC,completed
54206,4847,12021,1,122000,2021-03-30 06:45:37.000000 UTC,completed
68618,5099,14945,1,122000,2021-07-24 14:36:59.000000 UTC,canceled
73051,5529,15591,1,122000,2021-08-14 21:22:21.000000 UTC,completed
109665,6410,20876,1,122000,2022-01-10 05:33:24.000000 UTC,completed
110971,6256,21161,1,122000,2022-01-13 21:28:14.000000 UTC,completed
115167,3273,22145,1,122000,2022-01-23 14:50:55.000000 UTC,canceled
132438,8378,26104,1,122000,2022-03-01 22:47:12.000000 UTC,completed
133419,8968,26321,1,122000,2022-03-04 20:22:54.000000 UTC,canceled
139844,2335,27780,1,122000,2022-03-18 19:28:02.000000 UTC,completed
153566,8570,30607,1,122000,2022-05-23 06:44:08.000000 UTC,completed
163020,6011,32080,1,122000,2022-07-14 05:42:03.000000 UTC,completed
183332,8013,34384,1,122000,2022-09-18 10:01:14.000000 UTC,completed
205043,9156,36757,1,122000,2022-12-01 00:27:43.000000 UTC,canceled
207367,10889,37007,1,122000,2022-12-08 21:44:26.000000 UTC,completed
27488,1068,5521,1,58000,2020-11-15 05:47:47.000000 UTC,canceled
123514,1060,24087,1,58000,2022-02-11 19:10:18.000000 UTC,completed
96931,7765,18941,1,164500,2021-11-27 10:45:26.000000 UTC,canceled
42604,3038,8998,1,100500,2021-02-11 01:36:08.000000 UTC,completed
121612,7732,23676,1,100500,2022-02-07 02:59:12.000000 UTC,completed
124337,3108,24280,1,100500,2022-02-13 08:12:01.000000 UTC,canceled
128544,3828,25214,1,100500,2022-02-21 07:33:36.000000 UTC,completed
739,199,143,1,271000,2020-01-29 14:12:40.000000 UTC,completed
50385,1658,11022,1,271000,2021-03-14 13:25:08.000000 UTC,canceled
107534,2459,20403,1,271000,2022-01-05 07:45:13.000000 UTC,completed
117307,7220,22634,1,271000,2022-01-29 05:11:21.000000 UTC,canceled
185776,10283,34677,1,271000,2022-09-25 13:32:54.000000 UTC,canceled
210424,5795,37330,1,271000,2022-12-18 15:25:47.000000 UTC,canceled
34491,1017,6868,1,207000,2021-01-03 15:17:07.000000 UTC,canceled
34962,1898,6989,1,207000,2021-01-05 19:59:46.000000 UTC,completed
40325,2689,8386,1,207000,2021-02-01 04:45:09.000000 UTC,completed
46986,2298,10133,1,207000,2021-02-28 14:22:10.000000 UTC,completed
47580,4629,10281,1,207000,2021-03-03 10:19:20.000000 UTC,completed
62660,2717,14017,1,207000,2021-06-20 12:02:36.000000 UTC,completed
66440,1794,14642,1,207000,2021-07-13 09:13:11.000000 UTC,completed
96250,577,18847,1,207000,2021-11-24 02:09:51.000000 UTC,completed
101742,1964,19510,1,207000,2021-12-16 05:27:00.000000 UTC,completed
113722,6628,21802,1,207000,2022-01-20 11:50:18.000000 UTC,canceled
115228,5225,22160,1,207000,2022-01-23 16:48:54.000000 UTC,canceled
115259,6121,22165,1,207000,2022-01-23 18:00:42.000000 UTC,completed
120849,8235,23498,1,207000,2022-02-06 02:35:45.000000 UTC,canceled
130398,5084,25623,1,207000,2022-02-25 23:45:34.000000 UTC,canceled
132855,8958,26197,1,207000,2022-03-03 08:19:45.000000 UTC,canceled
140471,4329,27919,1,207000,2022-03-19 21:19:35.000000 UTC,completed
163303,9674,32113,1,207000,2022-07-15 07:43:51.000000 UTC,canceled
183151,7526,34364,1,207000,2022-09-17 23:32:05.000000 UTC,canceled
10806,72,2327,1,143000,2020-06-15 08:56:14.000000 UTC,canceled
36305,2919,7333,1,143000,2021-01-12 06:38:42.000000 UTC,completed
47971,2626,10385,1,143000,2021-03-05 07:25:17.000000 UTC,completed
54641,2166,12120,1,143000,2021-04-02 13:44:29.000000 UTC,completed
75346,5015,15921,1,143000,2021-08-25 19:59:00.000000 UTC,completed
123546,4298,24100,1,143000,2022-02-11 20:19:06.000000 UTC,completed
132258,8055,26072,1,143000,2022-03-01 12:01:34.000000 UTC,canceled
135955,1638,26886,1,143000,2022-03-10 02:27:57.000000 UTC,completed
138123,4072,27382,1,143000,2022-03-13 21:20:22.000000 UTC,completed
138198,5941,27399,1,143000,2022-03-14 02:01:49.000000 UTC,canceled
144432,3887,28786,1,143000,2022-03-27 17:49:01.000000 UTC,completed
146205,8865,29150,1,143000,2022-04-02 14:02:41.000000 UTC,canceled
150300,5487,29986,1,143000,2022-04-30 14:57:33.000000 UTC,completed
167233,6039,32577,1,143000,2022-07-28 09:02:50.000000 UTC,canceled
7137,143,1444,1,79000,2020-05-10 12:39:03.000000 UTC,canceled
36542,1578,7393,1,79000,2021-01-13 13:15:26.000000 UTC,completed
54767,5307,12156,1,79000,2021-04-03 17:12:30.000000 UTC,completed
77783,4472,16244,1,79000,2021-09-05 12:17:45.000000 UTC,completed
96840,5539,18931,1,79000,2021-11-27 04:38:23.000000 UTC,completed
152015,3884,30312,1,79000,2022-05-12 21:08:48.000000 UTC,completed
45234,3647,9679,1,15000,2021-02-21 13:06:34.000000 UTC,completed
